LocationName,Polygon,Polygon_coords,total_messages,total_devices,latency_messages,latency_devices,latency_messages_ratio,latency_device_ratio,device_ids,latency_device_ids,severity
TWKSG-TAP,"22.564674,120.315166,22.568899,120.322229,22.563579,120.326821,22.565214,120.329059,22.563471,120.330411,22.556979,120.321511,22.564674,120.315166","[[22.564674, 120.315166], [22.568899, 120.322229], [22.563579, 120.326821], [22.565214, 120.329059], [22.563471, 120.330411], [22.556979, 120.321511], [22.564674, 120.315166]]",400,11,13,6,3.2,54.5,"['A0000971', 'A0002809', 'A0002890', 'A0003087', 'A0003809', 'A0004251', 'A0004399', 'A0004531', 'A0005016', 'A0005034', 'A0005519']","['A0000971', 'A0002809', 'A0002890', 'A0005016', 'A0005034', 'A0005519']",15.4
TWKSG-TE7,"22.546989,120.314367,22.532224,120.326820,22.527598,120.321819,22.543070,120.309131,22.546989,120.314367","[[22.546989, 120.314367], [22.532224, 120.32682], [22.527598, 120.321819], [22.54307, 120.309131], [22.546989, 120.314367]]",14,3,9,3,64.3,100.0,"['A0000531', 'A0001619', 'A0003556']","['A0000531', 'A0001619', 'A0003556']",19.6
TWKSG-THS,"22.552150,120.329599,22.549199,120.332269,22.555328,120.340174,22.558305,120.337472,22.554648,120.333088,22.552150,120.329599","[[22.55215, 120.329599], [22.549199, 120.332269], [22.555328, 120.340174], [22.558305, 120.337472], [22.554648, 120.333088], [22.55215, 120.329599]]",0,0,0,0,0.0,0.0,,,-0.0
TWKSG-TKF,"22.556644,120.325878,22.561013,120.331970,22.557003,120.335772,22.552215,120.329551,22.556644,120.325878","[[22.556644, 120.325878], [22.561013, 120.33197], [22.557003, 120.335772], [22.552215, 120.329551], [22.556644, 120.325878]]",0,0,0,0,0.0,0.0,,,-0.0
TWKSG-TOC,"22.578064,120.309582,22.574533,120.312746,22.571886,120.309121,22.575507,120.305841,22.578064,120.309582","[[22.578064, 120.309582], [22.574533, 120.312746], [22.571886, 120.309121], [22.575507, 120.305841], [22.578064, 120.309582]]",0,0,0,0,0.0,0.0,,,-0.0
TWTXG-DCC,"24.273973,120.517933,24.273048,120.520616,24.270536,120.519528,24.271445,120.516791,24.273973,120.517933","[[24.273973, 120.517933], [24.273048, 120.520616], [24.270536, 120.519528], [24.271445, 120.516791], [24.273973, 120.517933]]",398,2,0,0,0.0,0.0,"['A0003283', 'A0003640']",,0.0
TWTXG-DCK,"24.282641,120.538766,24.281811,120.541073,24.280389,120.540552,24.281260,120.538144,24.282641,120.538766","[[24.282641, 120.538766], [24.281811, 120.541073], [24.280389, 120.540552], [24.28126, 120.538144], [24.282641, 120.538766]]",316,3,12,2,3.8,66.7,"['A0000531', 'A0002809', 'A0004032']","['A0002809', 'A0004032']",15.4
TWTXG-TCC,"24.281421,120.522696,24.281910,120.529086,24.277160,120.531538,24.275051,120.530511,24.274325,120.526756,24.281421,120.522696","[[24.281421, 120.522696], [24.28191, 120.529086], [24.27716, 120.531538], [24.275051, 120.530511], [24.274325, 120.526756], [24.281421, 120.522696]]",45,1,0,0,0.0,0.0,['A0000531'],,0.0
TWTXG-TEG,"24.271937,120.514787,24.270384,120.519433,24.265406,120.517292,24.267012,120.512647,24.271937,120.514787","[[24.271937, 120.514787], [24.270384, 120.519433], [24.265406, 120.517292], [24.267012, 120.512647], [24.271937, 120.514787]]",0,0,0,0,0.0,0.0,,,-0.0
TWTYG-DEG,"25.034952,121.294130,25.035915,121.295790,25.036016,121.298534,25.034695,121.300052,25.033026,121.300235,25.032301,121.294454,25.034952,121.294130","[[25.034952, 121.29413], [25.035915, 121.29579], [25.036016, 121.298534], [25.034695, 121.300052], [25.033026, 121.300235], [25.032301, 121.294454], [25.034952, 121.29413]]",0,0,0,0,0.0,0.0,,,-0.0
TZDAR-DAF,"-6.852846,39.242256,-6.852577,39.242922,-6.850592,39.242881,-6.848540,39.242121,-6.848891,39.241455,-6.850670,39.242007,-6.850918,39.241559,-6.852846,39.242256","[[-6.852846, 39.242256], [-6.852577, 39.242922], [-6.850592, 39.242881], [-6.84854, 39.242121], [-6.848891, 39.241455], [-6.85067, 39.242007], [-6.850918, 39.241559], [-6.852846, 39.242256]]",143,1,0,0,0.0,0.0,['A0004561'],,0.0
TZDAR-DAL,"-6.837366,39.280565,-6.838472,39.280227,-6.839679,39.281822,-6.840531,39.284024,-6.840310,39.284296,-6.839962,39.284049,-6.839405,39.282940,-6.837366,39.280565","[[-6.837366, 39.280565], [-6.838472, 39.280227], [-6.839679, 39.281822], [-6.840531, 39.284024], [-6.84031, 39.284296], [-6.839962, 39.284049], [-6.839405, 39.28294], [-6.837366, 39.280565]]",23,1,0,0,0.0,0.0,['A0003284'],,0.0
TZDAR-DAM,"-6.813503,39.222159,-6.815530,39.224684,-6.817024,39.223553,-6.815975,39.221979,-6.813503,39.222159","[[-6.813503, 39.222159], [-6.81553, 39.224684], [-6.817024, 39.223553], [-6.815975, 39.221979], [-6.813503, 39.222159]]",108,1,0,0,0.0,0.0,['A0002640'],,0.0
TZDAR-DDI,"-6.850558,39.295142,-6.850787,39.295716,-6.853406,39.294522,-6.853204,39.294087,-6.850558,39.295142","[[-6.850558, 39.295142], [-6.850787, 39.295716], [-6.853406, 39.294522], [-6.853204, 39.294087], [-6.850558, 39.295142]]",18,1,0,0,0.0,0.0,['A0000597'],,0.0
TZDAR-DFI,"-6.838848,39.282649,-6.837879,39.283090,-6.836270,39.283329,-6.837687,39.285197,-6.839116,39.285120,-6.839995,39.284811,-6.839657,39.283578,-6.838848,39.282649","[[-6.838848, 39.282649], [-6.837879, 39.28309], [-6.83627, 39.283329], [-6.837687, 39.285197], [-6.839116, 39.28512], [-6.839995, 39.284811], [-6.839657, 39.283578], [-6.838848, 39.282649]]",113,6,4,1,3.5,16.7,"['A0000597', 'A0002640', 'A0002810', 'A0002879', 'A0003475', 'A0005250']",['A0002879'],4.2
TZDAR-DGL,"-6.836688,39.290964,-6.839935,39.292365,-6.839996,39.291597,-6.839440,39.289282,-6.837317,39.289355,-6.836688,39.290964","[[-6.836688, 39.290964], [-6.839935, 39.292365], [-6.839996, 39.291597], [-6.83944, 39.289282], [-6.837317, 39.289355], [-6.836688, 39.290964]]",15,1,0,0,0.0,0.0,['A0005250'],,0.0
TZDAR-DHI,"-6.850824,39.268202,-6.850166,39.270040,-6.849611,39.270166,-6.849622,39.271240,-6.850938,39.271331,-6.851125,39.269646,-6.851975,39.268561,-6.850824,39.268202","[[-6.850824, 39.268202], [-6.850166, 39.27004], [-6.849611, 39.270166], [-6.849622, 39.27124], [-6.850938, 39.271331], [-6.851125, 39.269646], [-6.851975, 39.268561], [-6.850824, 39.268202]]",21,1,0,0,0.0,0.0,['A0000768'],,0.0
TZDAR-DJI,"-6.855693,39.293598,-6.858214,39.293583,-6.857742,39.292009,-6.856113,39.293100,-6.855693,39.293598","[[-6.855693, 39.293598], [-6.858214, 39.293583], [-6.857742, 39.292009], [-6.856113, 39.2931], [-6.855693, 39.293598]]",0,0,0,0,0.0,0.0,,,-0.0
TZDAR-DSE,"-6.856887,39.232673,-6.856338,39.233730,-6.857911,39.234333,-6.857967,39.233214,-6.856887,39.232673","[[-6.856887, 39.232673], [-6.856338, 39.23373], [-6.857911, 39.234333], [-6.857967, 39.233214], [-6.856887, 39.232673]]",0,0,0,0,0.0,0.0,,,-0.0
TZDAR-TDR,"-6.844880,39.295326,-6.844051,39.297911,-6.836306,39.294963,-6.836929,39.293482,-6.837569,39.292798,-6.838145,39.292486,-6.844880,39.295326","[[-6.84488, 39.295326], [-6.844051, 39.297911], [-6.836306, 39.294963], [-6.836929, 39.293482], [-6.837569, 39.292798], [-6.838145, 39.292486], [-6.84488, 39.295326]]",329,12,10,1,3.0,8.3,"['A0000597', 'A0000768', 'A0002022', 'A0002640', 'A0002810', 'A0002879', 'A0003284', 'A0003475', 'A0004300', 'A0004909', 'A0005521', 'A0006874']",['A0002879'],3.0
TZDAR-TPA,"-6.837123,39.292179,-6.836298,39.294750,-6.831819,39.292831,-6.828953,39.288995,-6.829245,39.286627,-6.832694,39.290049,-6.837123,39.292179","[[-6.837123, 39.292179], [-6.836298, 39.29475], [-6.831819, 39.292831], [-6.828953, 39.288995], [-6.829245, 39.286627], [-6.832694, 39.290049], [-6.837123, 39.292179]]",0,0,0,0,0.0,0.0,,,-0.0
UAOSS-DGC,"46.485566,30.654174,46.485018,30.656193,46.484369,30.655811,46.485045,30.653664,46.485566,30.654174","[[46.485566, 30.654174], [46.485018, 30.656193], [46.484369, 30.655811], [46.485045, 30.653664], [46.485566, 30.654174]]",19,2,0,0,0.0,0.0,"['A0002462', 'A0006640']",,0.0
UAOSS-DMC,"46.509345,30.718189,46.509300,30.718783,46.505059,30.718044,46.505531,30.714719,46.509345,30.718189","[[46.509345, 30.718189], [46.5093, 30.718783], [46.505059, 30.718044], [46.505531, 30.714719], [46.509345, 30.718189]]",0,0,0,0,0.0,0.0,,,-0.0
UGKMP-DAG,"0.336373,32.615154,0.337376,32.616454,0.336599,32.617129,0.335515,32.615732,0.335924,32.615265,0.336373,32.615154","[[0.336373, 32.615154], [0.337376, 32.616454], [0.336599, 32.617129], [0.335515, 32.615732], [0.335924, 32.615265], [0.336373, 32.615154]]",0,0,0,0,0.0,0.0,,,-0.0
USACD-RAR,"44.245874,-91.516098,44.251439,-91.503787,44.251230,-91.503584,44.248309,-91.509294,44.245679,-91.516023,44.245874,-91.516098","[[44.245874, -91.516098], [44.251439, -91.503787], [44.25123, -91.503584], [44.248309, -91.509294], [44.245679, -91.516023], [44.245874, -91.516098]]",8,1,0,0,0.0,0.0,['A0002971'],,0.0
USATL-DFC,"33.546425,-84.625806,33.546939,-84.621603,33.548030,-84.621623,33.547460,-84.620342,33.546808,-84.619961,33.545700,-84.621965,33.544755,-84.621887,33.544804,-84.622991,33.545049,-84.623177,33.544910,-84.625953,33.545896,-84.626040,33.546425,-84.625806","[[33.546425, -84.625806], [33.546939, -84.621603], [33.54803, -84.621623], [33.54746, -84.620342], [33.546808, -84.619961], [33.5457, -84.621965], [33.544755, -84.621887], [33.544804, -84.622991], [33.545049, -84.623177], [33.54491, -84.625953], [33.545896, -84.62604], [33.546425, -84.625806]]",405,6,0,0,0.0,0.0,"['A0000492', 'A0002552', 'A0002966', 'A0003787', 'A0004463', 'A0004736']",,0.0
USATL-RFB,"33.550214,-84.601035,33.549485,-84.598978,33.544222,-84.600586,33.533143,-84.612577,33.534720,-84.614091,33.541265,-84.611371,33.541797,-84.607539,33.544912,-84.608154,33.546390,-84.605221,33.545069,-84.602809,33.550214,-84.601035","[[33.550214, -84.601035], [33.549485, -84.598978], [33.544222, -84.600586], [33.533143, -84.612577], [33.53472, -84.614091], [33.541265, -84.611371], [33.541797, -84.607539], [33.544912, -84.608154], [33.54639, -84.605221], [33.545069, -84.602809], [33.550214, -84.601035]]",404,18,0,0,0.0,0.0,"['A0000492', 'A0001167', 'A0001596', 'A0001826', 'A0002120', 'A0002552', 'A0002966', 'A0003558', 'A0003577', 'A0003787', 'A0004438', 'A0004463', 'A0004649', 'A0004736', 'A0004812', 'A0005311', 'A0005359', 'A0006577']",,0.0
USBAL-TSM,"39.249614,-76.540668,39.256891,-76.536117,39.263603,-76.552215,39.260247,-76.554061,39.256991,-76.553245,39.249614,-76.540668","[[39.249614, -76.540668], [39.256891, -76.536117], [39.263603, -76.552215], [39.260247, -76.554061], [39.256991, -76.553245], [39.249614, -76.540668]]",3718,114,477,41,12.8,36.0,"['A0000034', 'A0000320', 'A0000349', 'A0000434', 'A0000447', 'A0000580', 'A0000581', 'A0000586', 'A0000608', 'A0000632', 'A0000684', 'A0000811', 'A0000922', 'A0000939', 'A0001007', 'A0001010', 'A0001066', 'A0001109', 'A0001113', 'A0001130', 'A0001170', 'A0001224', 'A0001244', 'A0001306', 'A0001340', 'A0001345', 'A0001453', 'A0001468', 'A0001496', 'A0001501', 'A0001692', 'A0001714', 'A0001717', 'A0001748', 'A0001819', 'A0001859', 'A0001886', 'A0001942', 'A0001945', 'A0001946', 'A0002023', 'A0002160', 'A0002238', 'A0002252', 'A0002389', 'A0002435', 'A0002477', 'A0002528', 'A0002530', 'A0002536', 'A0002560', 'A0002569', 'A0002606', 'A0002611', 'A0002717', 'A0002801', 'A0002938', 'A0003000', 'A0003020', 'A0003141', 'A0003287', 'A0003377', 'A0003467', 'A0003491', 'A0003511', 'A0003598', 'A0003600', 'A0003654', 'A0003713', 'A0003789', 'A0003845', 'A0003871', 'A0003922', 'A0003956', 'A0004088', 'A0004098', 'A0004133', 'A0004307', 'A0004320', 'A0004470', 'A0004479', 'A0004497', 'A0004567', 'A0004622', 'A0004646', 'A0004666', 'A0004667', 'A0004772', 'A0004824', 'A0004858', 'A0004911', 'A0004936', 'A0005037', 'A0005058', 'A0005123', 'A0005129', 'A0005133', 'A0005171', 'A0005207', 'A0005210', 'A0005263', 'A0005297', 'A0005319', 'A0005348', 'A0005382', 'A0005408', 'A0005475', 'A0005556', 'A0005560', 'A0005656', 'A0005676', 'A0005724', 'A0005766', 'A0005784']","['A0000034', 'A0000349', 'A0000586', 'A0000632', 'A0000684', 'A0000939', 'A0001010', 'A0001109', 'A0001113', 'A0001170', 'A0001340', 'A0001345', 'A0001453', 'A0001501', 'A0001692', 'A0001819', 'A0002389', 'A0002528', 'A0002569', 'A0002801', 'A0003141', 'A0003287', 'A0003467', 'A0003598', 'A0003600', 'A0003654', 'A0003713', 'A0003922', 'A0004088', 'A0004307', 'A0004470', 'A0004497', 'A0005129', 'A0005133', 'A0005171', 'A0005207', 'A0005408', 'A0005560', 'A0005656', 'A0005676', 'A0005766']",20.1
USBOS-TCM,"42.341900,-71.033651,42.342136,-71.013616,42.339438,-71.010421,42.338392,-71.014346,42.337920,-71.022333,42.339067,-71.024113,42.338527,-71.032556,42.341900,-71.033651","[[42.3419, -71.033651], [42.342136, -71.013616], [42.339438, -71.010421], [42.338392, -71.014346], [42.33792, -71.022333], [42.339067, -71.024113], [42.338527, -71.032556], [42.3419, -71.033651]]",2284,99,292,24,12.8,24.2,"['A0000349', 'A0000413', 'A0000719', 'A0000737', 'A0000782', 'A0000836', 'A0000852', 'A0000939', 'A0001010', 'A0001011', 'A0001049', 'A0001112', 'A0001170', 'A0001232', 'A0001255', 'A0001259', 'A0001267', 'A0001395', 'A0001399', 'A0001558', 'A0001692', 'A0001733', 'A0001748', 'A0001776', 'A0001797', 'A0001859', 'A0001873', 'A0001878', 'A0001886', 'A0001920', 'A0001945', 'A0001946', 'A0002023', 'A0002042', 'A0002064', 'A0002091', 'A0002160', 'A0002202', 'A0002231', 'A0002350', 'A0002389', 'A0002435', 'A0002536', 'A0002560', 'A0002611', 'A0002680', 'A0002751', 'A0002777', 'A0002803', 'A0003015', 'A0003021', 'A0003061', 'A0003255', 'A0003287', 'A0003435', 'A0003438', 'A0003530', 'A0003603', 'A0003721', 'A0003743', 'A0003767', 'A0003789', 'A0003795', 'A0003811', 'A0003835', 'A0003922', 'A0003962', 'A0004008', 'A0004138', 'A0004168', 'A0004263', 'A0004328', 'A0004339', 'A0004395', 'A0004459', 'A0004470', 'A0004574', 'A0004583', 'A0004619', 'A0004719', 'A0004780', 'A0004844', 'A0004853', 'A0004936', 'A0005007', 'A0005023', 'A0005143', 'A0005150', 'A0005228', 'A0005237', 'A0005541', 'A0005557', 'A0005585', 'A0005634', 'A0005646', 'A0005663', 'A0005742', 'A0005766', 'A0005788']","['A0000737', 'A0000782', 'A0001170', 'A0001255', 'A0001259', 'A0001267', 'A0001395', 'A0001692', 'A0002042', 'A0002231', 'A0002350', 'A0002389', 'A0002435', 'A0002751', 'A0003015', 'A0003743', 'A0003767', 'A0004719', 'A0004936', 'A0005007', 'A0005237', 'A0005557', 'A0005742', 'A0005766']",14.5
USCHI-DIT,"41.757038,-87.702527,41.757038,-87.697804,41.753555,-87.697636,41.753517,-87.699542,41.753492,-87.701256,41.755327,-87.701278,41.756348,-87.701346,41.756297,-87.702510,41.757038,-87.702527","[[41.757038, -87.702527], [41.757038, -87.697804], [41.753555, -87.697636], [41.753517, -87.699542], [41.753492, -87.701256], [41.755327, -87.701278], [41.756348, -87.701346], [41.756297, -87.70251], [41.757038, -87.702527]]",517,13,51,1,9.9,7.7,"['A0000357', 'A0000386', 'A0001665', 'A0001732', 'A0001963', 'A0003249', 'A0003328', 'A0004027', 'A0004418', 'A0004526', 'A0005171', 'A0005681', 'A0006004']",['A0001665'],4.9
USCHI-R59,"41.793418,-87.679717,41.793418,-87.678725,41.786345,-87.678457,41.786165,-87.675965,41.784227,-87.675858,41.782908,-87.676796,41.781909,-87.676850,41.764599,-87.677150,41.764690,-87.678151,41.764651,-87.678966,41.783128,-87.680467,41.791400,-87.680548,41.793418,-87.679717","[[41.793418, -87.679717], [41.793418, -87.678725], [41.786345, -87.678457], [41.786165, -87.675965], [41.784227, -87.675858], [41.782908, -87.676796], [41.781909, -87.67685], [41.764599, -87.67715], [41.76469, -87.678151], [41.764651, -87.678966], [41.783128, -87.680467], [41.7914, -87.680548], [41.793418, -87.679717]]",174,13,0,0,0.0,0.0,"['A0000357', 'A0000386', 'A0001665', 'A0001732', 'A0001963', 'A0003249', 'A0003328', 'A0004027', 'A0004418', 'A0004526', 'A0005171', 'A0005681', 'A0005685']",,0.0
USCHI-RBP,"41.767794,-87.796854,41.769694,-87.745488,41.762050,-87.722204,41.761298,-87.723389,41.767087,-87.742525,41.766248,-87.748924,41.765811,-87.761412,41.763441,-87.761284,41.762860,-87.794592,41.767794,-87.796854","[[41.767794, -87.796854], [41.769694, -87.745488], [41.76205, -87.722204], [41.761298, -87.723389], [41.767087, -87.742525], [41.766248, -87.748924], [41.765811, -87.761412], [41.763441, -87.761284], [41.76286, -87.794592], [41.767794, -87.796854]]",0,0,0,0,0.0,0.0,,,-0.0
USCHI-RCI,"41.844224,-87.746345,41.843620,-87.745976,41.836401,-87.766453,41.837407,-87.776640,41.840592,-87.767524,41.841890,-87.765889,41.843610,-87.758862,41.844224,-87.746345","[[41.844224, -87.746345], [41.84362, -87.745976], [41.836401, -87.766453], [41.837407, -87.77664], [41.840592, -87.767524], [41.84189, -87.765889], [41.84361, -87.758862], [41.844224, -87.746345]]",57,1,0,0,0.0,0.0,['A0001650'],,0.0
USCHI-RHA,"41.604083,-87.646614,41.602348,-87.645639,41.585620,-87.646521,41.579962,-87.652600,41.579024,-87.659561,41.604083,-87.646614","[[41.604083, -87.646614], [41.602348, -87.645639], [41.58562, -87.646521], [41.579962, -87.6526], [41.579024, -87.659561], [41.604083, -87.646614]]",230,15,37,1,16.1,6.7,"['A0000357', 'A0000480', 'A0000503', 'A0000601', 'A0000911', 'A0001366', 'A0001542', 'A0003470', 'A0003490', 'A0004093', 'A0004353', 'A0004481', 'A0004822', 'A0005688', 'A0006004']",['A0000480'],5.9
USCHS-DCM,"32.858164,-80.020483,32.859105,-80.020988,32.859241,-80.020845,32.859496,-80.020981,32.860610,-80.017616,32.859246,-80.016995,32.858164,-80.020483","[[32.858164, -80.020483], [32.859105, -80.020988], [32.859241, -80.020845], [32.859496, -80.020981], [32.86061, -80.017616], [32.859246, -80.016995], [32.858164, -80.020483]]",32,1,0,0,0.0,0.0,['A0004234'],,0.0
USCHS-RCX,"32.865988,-79.997157,32.868310,-79.994644,32.861357,-79.991272,32.860809,-79.992553,32.865988,-79.997157","[[32.865988, -79.997157], [32.86831, -79.994644], [32.861357, -79.991272], [32.860809, -79.992553], [32.865988, -79.997157]]",6,2,0,0,0.0,0.0,"['A0001715', 'A0003569']",,0.0
USCHS-TCE,"32.838256,-79.889819,32.840295,-79.875498,32.836558,-79.875655,32.835244,-79.883250,32.829525,-79.883832,32.828073,-79.894321,32.838256,-79.889819","[[32.838256, -79.889819], [32.840295, -79.875498], [32.836558, -79.875655], [32.835244, -79.88325], [32.829525, -79.883832], [32.828073, -79.894321], [32.838256, -79.889819]]",3211,105,353,46,11.0,43.8,"['A0000024', 'A0000032', 'A0000386', 'A0000412', 'A0000604', 'A0000621', 'A0000891', 'A0000917', 'A0000934', 'A0000989', 'A0001016', 'A0001053', 'A0001110', 'A0001280', 'A0001338', 'A0001349', 'A0001364', 'A0001374', 'A0001500', 'A0001606', 'A0001627', 'A0001641', 'A0001707', 'A0001715', 'A0001744', 'A0001755', 'A0001795', 'A0001978', 'A0001982', 'A0002063', 'A0002120', 'A0002214', 'A0002267', 'A0002499', 'A0002515', 'A0002517', 'A0002584', 'A0002622', 'A0002756', 'A0002832', 'A0002866', 'A0002885', 'A0002891', 'A0002908', 'A0002955', 'A0003181', 'A0003187', 'A0003189', 'A0003191', 'A0003206', 'A0003248', 'A0003260', 'A0003271', 'A0003340', 'A0003547', 'A0003659', 'A0003677', 'A0003683', 'A0003770', 'A0003774', 'A0003801', 'A0003820', 'A0003843', 'A0003911', 'A0003938', 'A0003940', 'A0003985', 'A0004038', 'A0004052', 'A0004093', 'A0004094', 'A0004223', 'A0004234', 'A0004394', 'A0004422', 'A0004426', 'A0004621', 'A0004635', 'A0004643', 'A0004727', 'A0004730', 'A0004845', 'A0004906', 'A0004964', 'A0005002', 'A0005128', 'A0005155', 'A0005165', 'A0005169', 'A0005198', 'A0005252', 'A0005275', 'A0005278', 'A0005299', 'A0005332', 'A0005365', 'A0005428', 'A0005467', 'A0005486', 'A0005649', 'A0005697', 'A0006112', 'A0006162', 'A0006191', 'A0006551']","['A0000621', 'A0000917', 'A0001016', 'A0001338', 'A0001349', 'A0001500', 'A0001627', 'A0001641', 'A0001744', 'A0001755', 'A0002063', 'A0002120', 'A0002267', 'A0002517', 'A0002832', 'A0002885', 'A0002908', 'A0003189', 'A0003248', 'A0003260', 'A0003683', 'A0003770', 'A0003774', 'A0003820', 'A0003843', 'A0003938', 'A0003940', 'A0003985', 'A0004038', 'A0004052', 'A0004223', 'A0004422', 'A0004426', 'A0004621', 'A0004635', 'A0004643', 'A0004845', 'A0005128', 'A0005155', 'A0005169', 'A0005365', 'A0005428', 'A0005467', 'A0005649', 'A0006162', 'A0006191']",22.2
USCHS-THL,"32.841852,-79.937081,32.841673,-79.933142,32.835948,-79.933444,32.836112,-79.938962,32.838378,-79.941429,32.839735,-79.940648,32.839586,-79.937188,32.841852,-79.937081","[[32.841852, -79.937081], [32.841673, -79.933142], [32.835948, -79.933444], [32.836112, -79.938962], [32.838378, -79.941429], [32.839735, -79.940648], [32.839586, -79.937188], [32.841852, -79.937081]]",2043,15,13,2,0.6,13.3,"['A0000536', 'A0000818', 'A0000939', 'A0001099', 'A0001977', 'A0002217', 'A0002724', 'A0002993', 'A0003050', 'A0003679', 'A0004056', 'A0004424', 'A0004504', 'A0004512', 'A0005671']","['A0000939', 'A0004056']",4.6
